Company URL,marketing,strategy,operations
http://www.linkedin.com/company/kitman-labs,[],[],"[{'LinkedIn Member': 'LinkedIn Member', 'Performance Operations at Kitman Labs': 'Performance Operations at Kitman Labs', 'https://www.linkedin.com/search/results/people/headless?currentCompany=%5B3317416%5D&title=operations&origin=FACETED_SEARCH': 'https://www.linkedin.com/search/results/people/headless?currentCompany=%5B3317416%5D&title=operations&origin=FACETED_SEARCH', 'United States': 'United States'}, {'LinkedIn Member': 'LinkedIn Member', 'Performance Operations Specialist at Kitman Labs': 'Performance Operations Specialist at Kitman Labs', 'https://www.linkedin.com/search/results/people/headless?currentCompany=%5B3317416%5D&title=operations&origin=FACETED_SEARCH': 'https://www.linkedin.com/search/results/people/headless?currentCompany=%5B3317416%5D&title=operations&origin=FACETED_SEARCH', 'United Kingdom': 'United Kingdom'}, {'John MaguireView John Maguire’s profile': 'John MaguireView John Maguire’s profile', 'Product | Growth | Technology | Innovation': 'Product | Growth | Technology | Innovation', 'https://www.linkedin.com/in/johngmaguire?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANyvKsB5APJSrk5lYNLPA_AbVqXKmB6daA': 'https://www.linkedin.com/in/johngmaguire?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANyvKsB5APJSrk5lYNLPA_AbVqXKmB6daA', 'Ireland': 'Ireland'}]"
